segment_id,total_feminicide,total_homicide,total_felony_murder,total_bodily_harm,total_theft_cellphone,total_armed_robbery_cellphone,total_theft_auto,total_armed_robbery_auto
167926,0.0,10.0,0.0,0.0,0.0,25.0,5.0,5.0
167929,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
167933,0.0,5.0,0.0,0.0,0.0,40.0,10.0,40.0
167934,0.0,0.0,0.0,0.0,5.0,15.0,0.0,30.0
167938,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
167945,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0
167949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
167951,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
167956,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
167969,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
171143,0.0,0.0,0.0,0.0,0.0,20.0,20.0,15.0
171145,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0
171146,0.0,0.0,0.0,0.0,0.0,35.0,10.0,50.0
171147,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0
171148,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0
171149,0.0,0.0,0.0,0.0,10.0,30.0,5.0,45.0
171150,0.0,0.0,0.0,0.0,35.0,50.0,20.0,50.0
171151,0.0,0.0,0.0,0.0,15.0,80.0,20.0,35.0
171152,0.0,0.0,0.0,0.0,10.0,0.0,5.0,15.0
171153,0.0,0.0,0.0,0.0,35.0,35.0,5.0,30.0
171154,0.0,0.0,0.0,0.0,10.0,35.0,5.0,5.0
171155,0.0,10.0,0.0,0.0,75.0,210.0,100.0,160.0
171156,0.0,0.0,0.0,0.0,40.0,105.0,25.0,130.0
171157,0.0,5.0,0.0,0.0,65.0,425.0,20.0,390.0
171158,0.0,0.0,0.0,0.0,5.0,55.0,5.0,50.0
171159,0.0,0.0,0.0,0.0,10.0,0.0,10.0,15.0
171160,0.0,0.0,0.0,0.0,15.0,120.0,15.0,105.0
171162,0.0,0.0,0.0,0.0,20.0,25.0,5.0,20.0
171163,0.0,0.0,0.0,0.0,55.0,195.0,30.0,175.0
171164,0.0,15.0,0.0,0.0,15.0,40.0,0.0,15.0
171165,0.0,0.0,0.0,0.0,20.0,10.0,0.0,5.0
171166,0.0,0.0,0.0,0.0,0.0,25.0,5.0,5.0
171169,0.0,0.0,0.0,0.0,5.0,25.0,20.0,35.0
171170,0.0,0.0,0.0,0.0,10.0,75.0,15.0,55.0
171171,0.0,0.0,0.0,0.0,0.0,10.0,0.0,50.0
171175,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
171177,0.0,0.0,0.0,0.0,0.0,15.0,20.0,10.0
171178,0.0,0.0,0.0,0.0,10.0,45.0,15.0,55.0
171179,0.0,0.0,0.0,0.0,0.0,15.0,20.0,20.0
171180,0.0,0.0,0.0,0.0,5.0,15.0,0.0,15.0
171181,0.0,5.0,0.0,0.0,5.0,15.0,0.0,20.0
171182,0.0,0.0,0.0,0.0,0.0,10.0,15.0,25.0
171183,0.0,0.0,0.0,0.0,5.0,15.0,25.0,20.0
171184,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0
171185,0.0,0.0,0.0,0.0,5.0,30.0,10.0,25.0
171186,0.0,0.0,0.0,0.0,0.0,10.0,5.0,40.0
171187,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0
171188,0.0,0.0,0.0,0.0,5.0,35.0,15.0,30.0
178894,0.0,0.0,0.0,0.0,0.0,40.0,20.0,25.0
179675,0.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0
179676,0.0,0.0,0.0,0.0,10.0,45.0,10.0,50.0
179677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
179678,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
179698,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0
179709,0.0,0.0,0.0,0.0,0.0,40.0,10.0,45.0
179714,0.0,0.0,0.0,0.0,0.0,15.0,10.0,25.0
179721,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0
179773,0.0,0.0,0.0,0.0,0.0,5.0,5.0,20.0
179774,0.0,0.0,0.0,0.0,0.0,40.0,0.0,35.0
179775,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
179776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
179778,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0
179779,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0
179780,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
179781,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
179784,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
179786,0.0,0.0,0.0,0.0,5.0,40.0,15.0,75.0
179787,0.0,0.0,0.0,0.0,5.0,75.0,20.0,75.0
179788,0.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0
179789,0.0,0.0,0.0,0.0,0.0,40.0,5.0,20.0
179790,0.0,0.0,0.0,0.0,5.0,35.0,0.0,25.0
179791,0.0,0.0,0.0,0.0,0.0,35.0,35.0,40.0
179792,0.0,0.0,0.0,0.0,5.0,45.0,0.0,65.0
179793,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0
179794,0.0,0.0,0.0,0.0,0.0,15.0,0.0,25.0
179795,0.0,0.0,0.0,0.0,10.0,5.0,0.0,20.0
181586,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0
181588,0.0,0.0,0.0,0.0,5.0,5.0,0.0,15.0
181589,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
181596,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
181599,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
181600,0.0,0.0,0.0,0.0,0.0,5.0,5.0,15.0
181601,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
181602,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
181603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
181607,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0
181608,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0
181609,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
181612,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
181615,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
181616,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
181617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
181618,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
181620,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0
181621,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
181624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
181625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
181627,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
181683,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
181690,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0
181691,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0
181692,0.0,0.0,0.0,0.0,0.0,30.0,10.0,30.0
181693,0.0,0.0,0.0,0.0,5.0,15.0,10.0,25.0
181694,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0
181695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
181696,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
181698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
181699,0.0,0.0,0.0,0.0,20.0,25.0,5.0,20.0
181700,0.0,0.0,5.0,0.0,35.0,70.0,45.0,120.0
181701,0.0,0.0,0.0,0.0,20.0,65.0,5.0,5.0
181703,0.0,0.0,0.0,0.0,5.0,25.0,10.0,20.0
181704,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
181706,0.0,0.0,0.0,0.0,55.0,160.0,15.0,85.0
181707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
181708,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
