total_feminicide,total_homicide,total_felony_murder,total_bodily_harm,total_theft_cellphone,total_armed_robbery_cellphone,total_theft_auto,total_armed_robbery_auto
0.0,1625.0,160.0,0.0,210770.0,177610.0,80885.0,74665.0
